0	0.0286137	0.0250083	0.0435715	0.0241567	0.0250959	0.0257704	0.0244344	0.0244344	0.0262379	0.0319862	0.0255034
0.01	0.0371812	0.024129	0.0342412	0.0244624	0.026355	0.0249978	0.0240988	0.0240988	0.0243858	0.0290828	0.0277746
0.02	0.0452317	0.0250957	0.0257057	0.0254651	0.0274645	0.0244982	0.0240676	0.0240676	0.0245983	0.0290298	0.0288418
0.03	0.0384559	0.0244823	0.0277411	0.0279279	0.0246084	0.0229038	0.023967	0.023967	0.0234274	0.0257307	0.0259504
0.04	0.0301976	0.0243998	0.0273475	0.0438826	0.0250959	0.0249385	0.0244681	0.0244681	0.0249794	0.0248618	0.0255547
0.05	0.0308015	0.02435	0.0252171	0.0376443	0.026355	0.0247893	0.0253515	0.0253515	0.0257524	0.0245836	0.0253613
0.06	0.0270421	0.0252653	0.0260968	0.0275077	0.0274645	0.0234662	0.0244901	0.0244901	0.0246358	0.0256724	0.0269881
0.07	0.0271132	0.0243991	0.0258014	0.0296773	0.0246084	0.0239778	0.0234615	0.0234615	0.0247849	0.026928	0.0251954
0.08	0.0231576	0.026341	0.0255679	0.0272742	0.024701	0.0495098	0.0234672	0.0234672	0.0237782	0.0248157	0.0279161
0.09	0.026796	0.0329686	0.0251505	0.0267469	0.026025	0.0301396	0.023645	0.023645	0.0236145	0.0242337	0.036481
0.1	0.0239158	0.0449648	0.0236647	0.0250604	0.0257086	0.0272659	0.0268581	0.0268581	0.0244203	0.0256861	0.0301829
0.11	0.0242362	0.0402322	0.0242741	0.024671	0.026025	0.027818	0.0456184	0.0456184	0.0240014	0.0232013	0.027566
0.12	0.0249572	0.0274758	0.0246847	0.0254151	0.0257086	0.0261177	0.0366975	0.0366975	0.0489321	0.0234594	0.02848
0.13	0.0243166	0.027459	0.024296	0.025074	0.0250959	0.025169	0.0304089	0.0304089	0.034221	0.0234581	0.0260813
0.14	0.0258923	0.0254278	0.0249795	0.0257803	0.026355	0.0279093	0.0283907	0.0283907	0.0313617	0.0247271	0.0264807
0.15	0.0237833	0.0260424	0.026225	0.0240582	0.0274645	0.0250454	0.0263899	0.0263899	0.0261601	0.0469748	0.0283774
0.16	0.0283042	0.0258431	0.0554087	0.0230549	0.0246084	0.0260871	0.0266384	0.0266384	0.0281584	0.0302173	0.0275978
0.17	0.0399353	0.0245194	0.0348415	0.0249735	0.024701	0.0241764	0.0235437	0.0235437	0.0251612	0.0298715	0.0282284
0.18	0.0689024	0.02578	0.0259632	0.0251758	0.026025	0.024183	0.0256072	0.0256072	0.025623	0.0296451	0.0271122
0.19	0.115283	0.0247812	0.0268568	0.0360704	0.0257086	0.0235389	0.025157	0.025157	0.0235815	0.0263376	0.0256424
0.2	0.153005	0.0239592	0.0268581	0.0364618	0.0253391	0.0247084	0.0240156	0.0240156	0.0258379	0.0252008	0.0279109
0.21	0.189797	0.0243349	0.0259478	0.0311258	0.0257255	0.0241384	0.0246268	0.0246268	0.0252537	0.0256199	0.0252637
0.22	0.208835	0.0254923	0.0278065	0.0308203	0.0318422	0.0237302	0.0236116	0.0250889	0.0242975	0.0255738	0.0272388
0.23	0.228672	0.0265152	0.0259127	0.0268618	0.039661	0.0245125	0.024315	0.0239822	0.0244256	0.0269786	0.0248206
0.24	0.246073	0.0252183	0.0254736	0.0281702	0.0300279	0.0549192	0.0238249	0.0251972	0.0233711	0.0250176	0.0281844
0.25	0.26745	0.0403863	0.0242688	0.0264528	0.0276858	0.0307068	0.0257341	0.023876	0.0239214	0.0237696	0.0376646
0.26	0.268865	0.109211	0.0240556	0.0254671	0.0296353	0.0276942	0.045241	0.024796	0.0252074	0.0248679	0.0298781
0.27	0.274669	0.174795	0.0244113	0.0276131	0.0271777	0.0282647	0.0301827	0.0527199	0.0239927	0.023288	0.0280537
0.28	0.278122	0.226189	0.0240891	0.025373	0.0269194	0.0261255	0.0281889	0.0334413	0.0542591	0.0248176	0.0288605
0.29	0.28253	0.249988	0.0249173	0.0255174	0.0252544	0.0258999	0.0292395	0.031751	0.0337997	0.024294	0.028748
0.3	0.290706	0.255995	0.0256835	0.0250395	0.0276063	0.0282501	0.0285378	0.02754	0.0288029	0.0305724	0.0255869
0.31	0.294464	0.267531	0.0299258	0.0243066	0.0289644	0.0262362	0.0250718	0.0266138	0.024669	0.0362036	0.0274566
0.32	0.297599	0.272981	0.116741	0.025248	0.0243276	0.0257189	0.0286709	0.0243582	0.0264037	0.0300972	0.0269517
0.33	0.300165	0.279066	0.199218	0.0247953	0.0263845	0.0250928	0.0255998	0.0250598	0.0249439	0.0306957	0.0285669
0.34	0.305426	0.284777	0.256201	0.0246196	0.0246161	0.0231256	0.0272295	0.0246623	0.026863	0.0261948	0.0276788
0.35	0.306711	0.291952	0.28326	0.083744	0.0256753	0.0235294	0.0256291	0.0255383	0.0265621	0.0248769	0.0251106
