0	0.0250959	0.053543199	0.033031674	0.053121472	0.0273956
0.01	0.026355	0.052830969	0.028809851	0.054171179	0.0255974
0.02	0.0274645	0.054528729	0.025776075	0.054100137	0.0270578
0.03	0.0246084	0.055233056	0.036890421	0.054061879	0.0245574
0.04	0.0250959	0.052958912	0.02349512	0.056959072	0.0288561
0.05	0.026355	0.054192775	0.028480293	0.052356143	0.0283453
0.06	0.0274645	0.050950402	0.021607047	0.05559485	0.0301551
0.07	0.0246084	0.054208299	0.112987751	0.051109421	0.0272709
0.08	0.024701	0.052394566	0.046504391	0.053301902	0.0306926
0.09	0.026025	0.052953408	0.036583602	0.053478309	0.0300173
0.1	0.0257086	0.055158981	0.0405549	0.054919466	0.0313025
0.11	0.026025	0.054820067	0.043995905	0.056102888	0.0288785
0.12	0.0257086	0.054748188	0.028201971	0.054779844	0.02907
0.13	0.0250959	0.048827502	0.025202086	0.052049443	0.0286326
0.14	0.026355	0.051429576	0.026981313	0.052265629	0.0297432
0.15	0.0274645	0.053111775	0.038656233	0.05881677	0.0291165
0.16	0.0246084	0.054453047	0.024641091	0.051315748	0.0290076
0.17	0.024701	0.050690239	0.031191667	0.05282367	0.0273099
0.18	0.026025	0.053655639	0.035213809	0.054118698	0.0287182
0.19	0.0257086	0.055734533	0.024523336	0.055998566	0.0263365
0.2	0.0253391	0.053208501	0.030827782	0.050526871	0.0299382
0.21	0.0257255	0.051951666	0.038899753	0.056598123	0.0296159
0.22	0.0318422	0.053932683	0.020426632	0.054332888	0.0300162
0.23	0.039661	0.054905743	0.130965822	0.05134482	0.0306597
0.24	0.0300279	0.051983705	0.04870989	0.054596351	0.0318373
0.25	0.0276858	0.053617447	0.032990406	0.052408413	0.0292648
0.26	0.0296353	0.05036319	0.061885886	0.050234878	0.0298082
0.27	0.0271777	0.054546029	0.030027531	0.052134099	0.0292394
0.28	0.0269194	0.055042149	0.028046674	0.054782177	0.0291311
0.29	0.0252544	0.055636475	0.023865115	0.050962009	0.0295359
0.3	0.0276063	0.054788844	0.03709182	0.05253987	0.0294715
0.31	0.0289644	0.054437394	0.043251219	0.053592975	0.0294089
0.32	0.0243276	0.053704034	0.026865008	0.051939976	0.0322334
0.33	0.0263845	0.053003654	0.026394333	0.05393066	0.0283123
0.34	0.0246161	0.052552976	0.017547613	0.057825435	0.0335553
0.35	0.0256753	0.057801224	0.027656504	0.056219011	0.0300131
0.36	0.0269073	0.054287721	0.02825731	0.051815796	0.0341006
0.37	0.0240801	0.054945524	0.01604717	0.050978127	0.0337117
0.38	0.0655686	0.054318395	0.036531126	0.056267408	0.0323757
0.39	0.221217	0.057987393	0.457334339	0.059810392	0.033905
0.4	0.261986	0.057912094	0.566611411	0.061009318	0.0335491
0.41	0.283294	0.058090883	0.587992292	0.058030159	0.0341945
0.42	0.291625	0.064212318	0.641927279	0.061017749	0.0384786
0.43	0.296539	0.061157937	0.632866536	0.060861313	0.0422168
0.44	0.30766	0.06394023	0.662553474	0.060859126	0.0403102
0.45	0.314063	0.061872685	0.675709826	0.058828414	0.0405024
0.46	0.318401	0.065404676	0.689388156	0.064429269	0.0379837
0.47	0.321529	0.063931239	0.694782246	0.063033819	0.0530317
0.48	0.326387	0.06442385	0.70263918	0.063562314	0.0484766
0.49	0.327678	0.066817319	0.704384712	0.066040915	0.0600871
0.5	0.333191	0.070921794	0.714900653	0.065349344	0.0922909
0.51	0.334518	0.07114563	0.716523212	0.065524435	0.093084
0.52	0.338142	0.067814484	0.721798514	0.066128107	0.312859
0.53	0.340563	0.071665125	0.734585746	0.069088839	0.340726
0.54	0.344507	0.069454354	0.733198166	0.067225903	0.343109
0.55	0.345611	0.071392295	0.738541062	0.067436851	0.346801
0.56	0.348716	0.073651931	0.742613111	0.067941549	0.348225
0.57	0.352373	0.07426262	0.756993896	0.066711492	0.350333
0.58	0.354319	0.075865384	0.758816722	0.06756663	0.35473
0.59	0.356134	0.074498947	0.760022167	0.069615788	0.357331
0.6	0.361268	0.074381013	0.769559948	0.071346244	0.362549
0.61	0.369001	0.07669885	0.780800871	0.071863883	0.368266
0.62	0.375066	0.080658822	0.796258257	0.075379896	0.373799
0.63	0.383435	0.085016276	0.814207467	0.078419406	0.383122
0.64	0.393526	0.085011517	0.834839476	0.08116629	0.394101
0.65	0.40484	0.084062909	0.848098688	0.07936146	0.40024
0.66	0.40484	0.090016218	0.858073243	0.080648986	0.40481
0.67	0.409368	0.091676954	0.866029063	0.083851115	0.409032
0.68	0.413199	0.091628351	0.873696251	0.083283349	0.413048
0.69	0.418814	0.089663705	0.879812306	0.086215217	0.415665
0.7	0.418814	0.090143581	0.884166568	0.086223886	0.419644
0.71	0.421728	0.094113182	0.889657677	0.086925722	0.422279
0.72	0.424794	0.097751345	0.895184507	0.090229803	0.4252
0.73	0.426853	0.097622993	0.898992585	0.089120177	0.427576
0.74	0.428863	0.097866363	0.903339366	0.090700997	0.42893
0.75	0.430853	0.102542985	0.906824326	0.092641491	0.431239
0.76	0.433449	0.100725793	0.910537839	0.09425328	0.433401
0.77	0.435317	0.101288968	0.913206211	0.097229778	0.435366
0.78	0.436865	0.102746723	0.916374719	0.095006476	0.437602
