1	0.135
2	0.135
3	0.135
4	0.135
5	0.135
6	0.135
7	0.135
8	0.135
9	0.135
10	0.135
11	0.135
12	0.135
13	0.135
14	0.135
15	0.135
16	0.135
17	0.135
18	0.135
19	0.135
20	0.135
21	0.135
22	0.135
23	0.135
24	0.135
25	0.135
26	0.135
27	0.135
28	0.135
29	0.1325
30	0.135
31	0.135
32	0.135
33	0.135
34	0.1325
35	0.1325
36	0.13
37	0.1325
38	0.13
39	0.125
40	0.1275
41	0.125
42	0.125
43	0.1275
44	0.1225
45	0.125
46	0.1225
47	0.1225
48	0.1225
49	0.12
50	0.1175
51	0.115
52	0.1175
53	0.1125
54	0.1125
55	0.1125
56	0.1125
57	0.1125
58	0.1125
59	0.1125
60	0.1125
61	0.1125
62	0.1125
63	0.1125
64	0.1125
65	0.1125
66	0.1125
67	0.1125
68	0.1125
69	0.1125
70	0.1125
71	0.1125
72	0.1125
73	0.1125
74	0.1125
75	0.11
76	0.11
77	0.1125
78	0.1125
79	0.1125
80	0.11
81	0.11
82	0.105
83	0.1075
84	0.1075
85	0.105
86	0.105
87	0.1025
88	0.1025
89	0.0975
90	0.1
91	0.0975
92	0.0975
93	0.095
94	0.0925
95	0.095
96	0.095
97	0.0925
98	0.0925
99	0.0925
100	0.0925
101	0.0925
102	0.0925
103	0.0925
104	0.0925
105	0.0925
106	0.0925
107	0.0925
108	0.0925
109	0.0925
110	0.0925
111	0.0925
112	0.09
113	0.0925
114	0.09
115	0.09
116	0.09
117	0.09
118	0.09
119	0.0875
120	0.0875
121	0.0875
122	0.085
123	0.085
124	0.0825
125	0.08
126	0.0825
127	0.0825
128	0.0775
129	0.0725
130	0.075
131	0.075
132	0.075
133	0.075
134	0.0725
135	0.0725
136	0.0725
137	0.0725
138	0.0725
139	0.0725
140	0.0725
141	0.0725
142	0.0725
143	0.0725
144	0.0725
145	0.07
146	0.0675
147	0.0675
148	0.0675
149	0.065
150	0.0675
151	0.065
152	0.065
153	0.065
154	0.065
155	0.065
156	0.065
157	0.065
158	0.0625
159	0.0625
160	0.0625
161	0.0625
162	0.0625
163	0.0625
164	0.06
165	0.06
166	0.0625
167	0.0625
168	0.0625
169	0.0625
170	0.06
171	0.06
172	0.06
173	0.0575
174	0.0525
175	0.0575
176	0.0525
177	0.0475
178	0.0475
179	0.0475
180	0.0475
181	0.0475
182	0.0475
183	0.0475
184	0.0475
185	0.0475
186	0.0475
187	0.0475
188	0.0475
189	0.0475
190	0.0475
191	0.0475
192	0.0475
193	0.0475
194	0.0475
195	0.0425
196	0.0425
197	0.0425
198	0.0425
199	0.0425
200	0.0425
201	0.0425
202	0.0425
203	0.0425
204	0.0425
205	0.0425
206	0.0425
207	0.0425
208	0.04
209	0.04
210	0.0375
211	0.0375
212	0.0375
213	0.0375
214	0.0375
215	0.0375
216	0.0375
217	0.0375
218	0.04
219	0.04
220	0.0375
221	0.0375
222	0.0375
223	0.0375
224	0.0375
225	0.0375
226	0.0375
227	0.035
228	0.035
229	0.0325
230	0.0325
231	0.0325
232	0.03
233	0.03
234	0.03
235	0.0275
236	0.0275
237	0.0225
238	0.0225
239	0.0225
240	0.0225
241	0.0225
242	0.025
243	0.025
244	0.0225
245	0.0225
246	0.0225
247	0.0225
248	0.0225
249	0.0225
250	0.0225
251	0.0225
252	0.0225
253	0.0225
254	0.0225
255	0.0225
256	0.0225
257	0.0225
258	0.0225
259	0.0225
260	0.0225
261	0.0225
262	0.0225
263	0.0225
264	0.0225
265	0.0225
266	0.0225
267	0.0225
268	0.0225
269	0.0225
270	0.0225
271	0.0225
272	0.0225
273	0.0225
274	0.0225
275	0.0225
276	0.0225
277	0.0225
278	0
279	0
280	0
281	0
282	0
283	0
284	0
285	0
286	0
287	0
288	0
289	0
290	0
291	0
292	0
293	0
294	0
295	0
296	0
297	0
298	0
299	0
300	0
301	0
302	0
303	0
304	0
305	0
306	0
307	0
308	0
309	0
310	0
311	0
312	0
313	0
314	0
315	0
316	0
317	0
318	0
319	0
320	0
321	0
322	0
323	0
324	0
325	0
326	0
327	0
328	0
329	0
330	0
331	0
332	0
333	0
334	0
335	0
336	0
337	0
338	0
339	0
340	0
341	0
342	0
343	0
344	0
345	0
346	0
347	0
348	0
349	0
350	0
351	0
352	0
353	0
354	0
355	0
356	0
357	0
358	0
359	0
360	0
361	0
362	0
363	0
364	0
365	0
366	0
367	0
368	0
369	0
370	0
371	0
372	0
373	0
374	0
375	0
376	0
377	0
378	0
379	0
380	0
381	0
382	0
383	0
384	0
385	0
386	0
387	0
388	0
389	0
390	0
391	0
392	0
393	0
394	0
395	0
396	0
397	0
398	0
399	0
400	0
401	0
402	0
403	0
404	0
405	0
406	0
407	0
408	0
409	0
410	0
411	0
412	0
413	0
414	0
415	0
416	0
417	0
418	0
419	0
420	0
421	0
422	0
423	0
424	0
425	0
426	0
427	0
428	0
429	0
430	0
431	0
432	0
433	0
434	0
435	0
436	0
437	0
438	0
439	0
440	0
441	0
442	0
443	0
444	0
445	0
446	0
447	0
448	0
449	0
450	0
451	0
452	0
453	0
454	0
455	0
456	0
457	0
458	0
459	0
460	0
461	0
462	0
463	0
464	0
465	0
466	0
467	0
468	0
469	0
470	0
471	0
472	0
473	0
474	0
475	0
476	0
477	0
478	0
479	0
480	0
481	0
482	0
483	0
484	0
485	0
486	0
487	0
488	0
489	0
490	0
491	0
492	0
493	0
494	0
495	0
496	0
497	0
498	0
499	0
500	0
501	0
502	0
503	0
504	0
505	0
506	0
507	0
508	0
509	0
510	0
511	0
512	0
513	0
514	0
515	0
516	0
517	0
518	0
519	0
520	0
521	0
522	0
523	0
524	0
525	0
526	0
527	0
528	0
529	0
530	0
531	0
532	0
533	0
534	0
535	0
536	0
537	0
538	0
539	0
540	0
541	0
542	0
543	0
544	0
545	0
546	0
547	0
548	0
549	0
550	0
551	0
552	0
553	0
554	0
555	0
556	0
557	0
558	0
559	0
560	0
561	0
562	0
563	0
564	0
565	0
566	0
567	0
568	0
569	0
570	0
571	0
572	0
573	0
574	0
575	0
576	0
577	0
578	0
579	0
580	0
581	0
582	0
583	0
584	0
585	0
586	0
587	0
588	0
589	0
590	0
591	0
592	0
593	0
594	0
595	0
596	0
597	0
598	0
599	0
600	0
601	0
602	0
603	0
604	0
605	0
606	0
607	0
608	0
609	0
610	0
611	0
612	0
613	0
614	0
615	0
616	0
617	0
618	0
619	0
620	0
621	0
622	0
623	0
624	0
625	0
626	0
627	0
628	0
629	0
630	0
631	0
632	0
633	0
634	0
635	0
636	0
637	0
638	0
639	0
640	0
641	0
642	0
643	0
644	0
645	0
646	0
647	0
648	0
649	0
650	0
651	0
652	0
653	0
654	0
655	0
656	0
657	0
658	0
659	0
660	0
661	0
662	0
663	0
664	0
665	0
666	0
667	0
668	0
669	0
670	0
671	0
672	0
673	0
674	0
675	0
676	0
677	0
678	0
679	0
680	0
681	0
682	0
683	0
684	0
685	0
686	0
687	0
688	0
689	0
690	0
691	0
692	0
693	0
694	0
695	0
696	0
697	0
698	0
699	0
700	0
701	0
702	0
703	0
704	0
705	0
706	0
707	0
708	0
709	0
710	0
711	0
712	0
713	0
714	0
715	0
716	0
717	0
718	0
719	0
720	0
721	0
722	0
723	0
724	0.0225
725	0.0225
726	0.0225
727	0.0225
728	0.0225
729	0.0225
730	0.0225
731	0.0225
732	0.0225
733	0.0225
734	0.0225
735	0.0225
736	0.0225
737	0.0225
738	0.0225
739	0.0225
740	0.0225
741	0.0225
742	0.0225
743	0.0225
744	0.0225
745	0.0225
746	0.0225
747	0.0225
748	0.0225
749	0.0225
750	0.0225
751	0.0225
752	0.0225
753	0.0225
754	0.0225
755	0.0225
756	0.0225
757	0.0225
758	0.025
759	0.025
760	0.0225
761	0.0225
762	0.0225
763	0.0225
764	0.0225
765	0.0275
766	0.0275
767	0.03
768	0.03
769	0.03
770	0.0325
771	0.0325
772	0.0325
773	0.035
774	0.035
775	0.0375
776	0.0375
777	0.0375
778	0.0375
779	0.0375
780	0.0375
781	0.0375
782	0.04
783	0.04
784	0.0375
785	0.0375
786	0.0375
787	0.0375
788	0.0375
789	0.0375
790	0.0375
791	0.0375
792	0.04
793	0.04
794	0.0425
795	0.0425
796	0.0425
797	0.0425
798	0.0425
799	0.0425
800	0.0425
801	0.0425
802	0.0425
803	0.0425
804	0.0425
805	0.0425
806	0.0425
807	0.0475
808	0.0475
809	0.0475
810	0.0475
811	0.0475
812	0.0475
813	0.0475
814	0.0475
815	0.0475
816	0.0475
817	0.0475
818	0.0475
819	0.0475
820	0.0475
821	0.0475
822	0.0475
823	0.0475
824	0.0475
825	0.0525
826	0.0575
827	0.0525
828	0.0575
829	0.06
830	0.06
831	0.06
832	0.0625
833	0.0625
834	0.0625
835	0.0625
836	0.06
837	0.06
838	0.0625
839	0.0625
840	0.0625
841	0.0625
842	0.0625
843	0.0625
844	0.065
845	0.065
846	0.065
847	0.065
848	0.065
849	0.065
850	0.065
851	0.0675
852	0.065
853	0.0675
854	0.0675
855	0.0675
856	0.07
857	0.0725
858	0.0725
859	0.0725
860	0.0725
861	0.0725
862	0.0725
863	0.0725
864	0.0725
865	0.0725
866	0.0725
867	0.0725
868	0.075
869	0.075
870	0.075
871	0.075
872	0.0725
873	0.0775
874	0.0825
875	0.0825
876	0.08
877	0.0825
878	0.085
879	0.085
880	0.0875
881	0.0875
882	0.0875
883	0.09
884	0.09
885	0.09
886	0.09
887	0.09
888	0.0925
889	0.09
890	0.0925
891	0.0925
892	0.0925
893	0.0925
894	0.0925
895	0.0925
896	0.0925
897	0.0925
898	0.0925
899	0.0925
900	0.0925
901	0.0925
902	0.0925
903	0.0925
904	0.0925
905	0.095
906	0.095
907	0.0925
908	0.095
909	0.0975
910	0.0975
911	0.1
912	0.0975
913	0.1025
914	0.1025
915	0.105
916	0.105
917	0.1075
918	0.1075
919	0.105
920	0.11
921	0.11
922	0.1125
923	0.1125
924	0.1125
925	0.11
926	0.11
927	0.1125
928	0.1125
929	0.1125
930	0.1125
931	0.1125
932	0.1125
933	0.1125
934	0.1125
935	0.1125
936	0.1125
937	0.1125
938	0.1125
939	0.1125
940	0.1125
941	0.1125
942	0.1125
943	0.1125
944	0.1125
945	0.1125
946	0.1125
947	0.1125
948	0.1125
949	0.1175
950	0.115
951	0.1175
952	0.12
953	0.1225
954	0.1225
955	0.1225
956	0.125
957	0.1225
958	0.1275
959	0.125
960	0.125
961	0.1275
962	0.125
963	0.13
964	0.1325
965	0.13
966	0.1325
967	0.1325
968	0.135
969	0.135
970	0.135
971	0.135
972	0.1325
973	0.135
974	0.135
975	0.135
976	0.135
977	0.135
978	0.135
979	0.135
980	0.135
981	0.135
982	0.135
983	0.135
984	0.135
985	0.135
986	0.135
987	0.135
988	0.135
989	0.135
990	0.135
991	0.135
992	0.135
993	0.135
994	0.135
995	0.135
996	0.135
997	0.135
998	0.135
999	0.135
1000	0.135
